Location,Sub_location,Site_name,Year,Orbicella_annularis,Agaricia_agaricites,Agaricia_humilis,Colpophyllia_natans,Dendrogyra_cylindrica,Dichocoenia_stokesii,Diploria_labyrinthiformis,Pseudodiploria_strigosa,Eusmilia_fastigiata,Favia_fragum,Madracis_decactis,Montastraea_cavernosa,Orbicella_faveolata,Orbicella_franksi,Meandrina_meandrites,Mussa_angulosa,Porites_astreoides,Porites_porites,Stephanocoenia_intersepta,Siderastrea_radians,Siderastrea_siderea,Madracis_mirabilis,Mancina_areolata,Porites_furcata,Mycetophyllia_aliciae,Acropora_cervicornis,Acropora_palmata,Isophyllia_sinuosa,Scolymia_cubensis,Porites_divaricata,Mycetophyllia_lamarckiana,Total_Coral_Cover
USVI,St_John,Europa_Bay,2015,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.50,0.01,0.03,0.13,1.98,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94
USVI,St_John,Little_Lameshur_Bay,1992,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.18,0.00,0.09,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.08
USVI,St_John,Little_Lameshur_Bay,1993,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90
USVI,St_John,Little_Lameshur_Bay,1994,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.44,0.22,0.00,0.03,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.09
USVI,St_John,Little_Lameshur_Bay,1995,0.18,0.09,0.06,0.00,0.24,0.00,0.00,0.00,0.03,0.00,0.00,0.06,0.00,0.15,0.57,0.00,0.15,0.00,0.00,0.12,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41
USVI,St_John,Little_Lameshur_Bay,1996,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,2.13,0.00,0.00,1.07,0.00,0.08,0.03,0.13,0.00,1.06,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.78
USVI,St_John,Little_Lameshur_Bay,1997,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.11,0.29,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.42
USVI,St_John,Little_Lameshur_Bay,1998,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24,0.00,0.00,0.09,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91
USVI,St_John,Little_Lameshur_Bay,1999,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.03,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.93
USVI,St_John,Little_Lameshur_Bay,2000,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.42,0.06,0.01,0.03,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85
USVI,St_John,Little_Lameshur_Bay,2001,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.43,0.00,0.00,0.21,0.00,0.46,0.04,0.00,0.03,0.18,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51
USVI,St_John,Little_Lameshur_Bay,2002,0.17,0.07,0.01,0.00,0.00,0.11,0.00,0.04,0.00,0.00,0.00,0.00,0.94,0.00,0.10,0.00,0.19,0.00,0.00,0.06,0.06,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.83
USVI,St_John,Little_Lameshur_Bay,2003,0.33,0.34,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.66,0.03,0.00,0.01,0.07,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.64
USVI,St_John,Little_Lameshur_Bay,2004,0.00,0.13,0.00,0.00,0.00,0.01,0.06,0.00,0.00,0.00,0.00,0.25,0.00,0.07,0.00,0.00,0.54,0.00,0.06,0.01,0.20,0.03,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56
USVI,St_John,Little_Lameshur_Bay,2005,0.11,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.46,0.12,0.00,0.03,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09
USVI,St_John,Little_Lameshur_Bay,2006,0.15,0.05,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.00,0.00,0.08,0.00,0.00,0.07,0.00,0.39,0.00,0.00,0.16,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16
USVI,St_John,Little_Lameshur_Bay,2007,0.13,0.03,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.40,0.05,0.00,0.18,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07
USVI,St_John,Little_Lameshur_Bay,2008,0.14,0.03,0.00,0.00,0.00,0.00,0.01,0.07,0.03,0.00,0.01,0.32,0.00,0.00,0.00,0.00,0.49,0.05,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30
USVI,St_John,Little_Lameshur_Bay,2009,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.65,0.04,0.00,0.08,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06
USVI,St_John,Little_Lameshur_Bay,2010,0.22,0.00,0.04,0.00,0.00,0.00,0.05,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.60,0.00,0.00,0.14,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29
USVI,St_John,Little_Lameshur_Bay,2011,0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.28,0.08,0.00,0.00,0.06,0.00,0.00,0.17,0.00,0.52,0.06,0.00,0.01,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67
USVI,St_John,Little_Lameshur_Bay,2012,0.05,0.00,0.00,0.03,0.00,0.09,0.01,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.20,0.00,0.04,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22
USVI,St_John,Little_Lameshur_Bay,2013,0.00,0.00,0.01,0.00,0.00,0.00,0.09,0.11,0.01,0.00,0.00,0.00,0.07,0.00,0.04,0.00,0.70,0.10,0.00,0.05,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50
USVI,St_John,Little_Lameshur_Bay,2014,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,0.04,0.05,0.00,0.00,0.00,0.65,0.01,0.00,0.03,0.30,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25
USVI,St_John,Little_Lameshur_Bay,2015,0.08,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.62,0.05,0.00,0.03,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17
USVI,St_John,Neptunes_Table,1992,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,2.91,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.11
USVI,St_John,Neptunes_Table,1993,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91
USVI,St_John,Neptunes_Table,1994,1.31,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45
USVI,St_John,Neptunes_Table,1995,0.51,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.01
USVI,St_John,Neptunes_Table,1996,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99
USVI,St_John,Neptunes_Table,1997,2.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.18
USVI,St_John,Neptunes_Table,1998,1.66,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78
USVI,St_John,Neptunes_Table,1999,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43
USVI,St_John,Neptunes_Table,2000,0.18,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45
USVI,St_John,Neptunes_Table,2001,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59
USVI,St_John,Neptunes_Table,2002,1.04,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54
USVI,St_John,Neptunes_Table,2003,0.83,0.13,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.22,0.05,0.00,0.00,0.03,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52
USVI,St_John,Neptunes_Table,2004,0.34,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.95,0.03,0.00,0.09,0.00,0.00,0.01,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,1.52
USVI,St_John,Neptunes_Table,2005,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.02,0.22,0.19,0.00,0.00,0.31,0.08,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51
USVI,St_John,Neptunes_Table,2006,0.45,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.08,0.00,0.00,0.13,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22
USVI,St_John,Neptunes_Table,2007,0.50,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.00,0.49,0.09,0.03,0.03,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51
USVI,St_John,Neptunes_Table,2008,0.54,0.01,0.01,0.00,0.00,0.00,0.03,0.04,0.11,0.00,0.01,0.00,0.00,0.08,0.00,0.00,0.42,0.08,0.00,0.00,0.04,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40
USVI,St_John,Neptunes_Table,2009,0.62,0.03,0.00,0.00,0.00,0.00,0.08,0.03,0.13,0.00,0.00,0.06,0.00,0.18,0.03,0.01,0.46,0.24,0.00,0.01,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.05
USVI,St_John,Neptunes_Table,2010,0.28,0.00,0.00,0.00,0.00,0.01,0.08,0.00,0.06,0.00,0.00,0.04,0.00,0.22,0.24,0.00,0.32,0.26,0.03,0.00,0.13,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.84
USVI,St_John,Neptunes_Table,2011,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.14,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.24,0.01,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.14
USVI,St_John,Neptunes_Table,2012,0.03,0.00,0.00,0.00,0.03,0.14,0.00,0.01,0.00,0.00,0.39,0.00,0.00,0.00,0.14,0.00,0.14,0.10,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21
USVI,St_John,Neptunes_Table,2013,0.00,0.05,0.00,0.00,0.00,0.00,0.16,0.00,0.03,0.00,0.00,0.04,0.26,0.00,0.00,0.03,0.30,0.01,0.04,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,1.10
USVI,St_John,Neptunes_Table,2014,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.00,0.04,0.00,0.00,0.04,0.00,0.33,0.00,0.00,0.26,0.05,0.04,0.00,0.16,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03
USVI,St_John,Neptunes_Table,2015,0.03,0.01,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.00,0.00,0.04,0.00,0.40,0.06,0.00,0.26,0.04,0.01,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18
USVI,St_John,White_Point,1992,0.00,0.00,0.00,0.00,0.09,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.15,0.06,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29
USVI,St_John,White_Point,1993,0.79,0.68,0.00,0.00,0.00,0.06,0.00,0.94,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.28,0.40,0.00,0.03,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.15
USVI,St_John,White_Point,1994,1.22,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,1.63,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.25
USVI,St_John,White_Point,1995,0.27,0.30,0.21,0.00,0.00,0.09,0.06,1.43,0.00,0.00,0.00,0.21,0.00,0.00,0.18,0.00,0.78,0.12,0.00,0.03,0.33,0.00,0.00,0.15,0.06,0.00,0.29,0.00,0.00,0.00,0.00,4.51
USVI,St_John,White_Point,1996,0.83,0.06,0.00,0.00,0.00,0.00,0.15,0.89,0.00,0.00,0.00,0.12,0.00,0.00,0.03,0.00,0.29,0.00,0.12,0.06,0.95,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.55
USVI,St_John,White_Point,1997,1.71,0.03,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.68,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.11
USVI,St_John,White_Point,1998,0.06,0.44,0.00,0.66,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.06,0.00,0.69,0.25,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13
USVI,St_John,White_Point,1999,2.15,0.06,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.03,0.03,1.33,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.24
USVI,St_John,White_Point,2000,1.57,0.00,0.01,0.00,0.00,0.00,0.41,0.09,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.23,0.01,0.17,0.03,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56
USVI,St_John,White_Point,2001,1.05,0.09,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.28,0.17,0.12,0.04,1.89,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.31
USVI,St_John,White_Point,2002,0.19,0.18,0.03,0.00,0.00,0.01,0.01,0.08,0.00,0.00,0.00,0.20,1.60,0.37,0.08,0.00,0.59,0.32,0.03,0.09,1.19,0.00,0.00,0.13,0.05,0.00,0.00,0.00,0.00,0.00,0.00,5.13
USVI,St_John,White_Point,2003,1.62,0.33,0.00,0.03,0.00,0.00,0.21,0.05,0.00,0.00,0.00,0.24,0.00,0.00,0.04,0.00,0.17,0.17,0.00,0.03,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.64
USVI,St_John,White_Point,2004,0.84,0.16,0.10,0.00,0.00,0.00,0.26,0.29,0.01,0.00,0.00,0.00,0.00,0.39,0.06,0.00,0.43,0.14,0.00,0.12,1.68,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.52
USVI,St_John,White_Point,2005,0.75,0.17,0.03,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.08,2.14,0.00,0.17,0.00,0.48,0.24,0.00,0.22,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.10
USVI,St_John,White_Point,2006,0.84,0.01,0.00,0.00,0.00,0.01,0.16,0.05,0.00,0.00,0.00,0.14,0.46,0.00,0.00,0.00,0.38,0.08,0.03,0.14,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.06
USVI,St_John,White_Point,2007,1.36,0.03,0.00,0.00,0.00,0.00,0.15,0.33,0.00,0.00,0.00,0.06,0.00,0.00,0.01,0.00,0.74,0.01,0.05,0.08,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.81
USVI,St_John,White_Point,2008,0.92,0.00,0.07,0.00,0.00,0.00,0.18,0.31,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.33,0.03,0.01,0.07,0.93,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94
USVI,St_John,White_Point,2009,1.68,0.03,0.00,0.00,0.00,0.00,0.01,0.36,0.01,0.04,0.00,0.31,0.00,0.00,0.05,0.00,0.40,0.04,0.00,0.11,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13
USVI,St_John,White_Point,2010,0.27,0.05,0.02,0.00,0.00,0.01,0.00,0.16,0.06,0.00,0.00,0.24,0.00,0.59,0.04,0.00,0.49,0.04,0.06,0.02,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.05
USVI,St_John,White_Point,2011,1.54,0.10,0.00,0.04,0.00,0.03,0.03,0.13,0.00,0.00,0.00,0.20,0.00,0.00,0.15,0.00,0.64,0.01,0.00,0.04,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.91
USVI,St_John,White_Point,2012,0.92,0.22,0.00,0.00,0.00,0.28,0.15,0.00,0.04,0.00,0.00,0.23,0.00,0.00,0.11,0.00,0.70,0.20,0.15,0.09,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.05
USVI,St_John,White_Point,2013,0.14,0.11,0.15,0.02,0.00,0.00,0.20,0.30,0.00,0.00,0.00,0.50,0.38,0.00,0.05,0.01,0.48,0.05,0.02,0.06,1.79,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33
USVI,St_John,White_Point,2014,0.35,0.25,0.00,0.16,0.03,0.00,0.00,0.28,0.00,0.00,0.00,0.04,0.92,0.00,0.13,0.00,0.48,0.08,0.05,0.06,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.47
USVI,St_John,White_Point,2015,0.01,0.47,0.00,0.08,0.00,0.00,0.05,0.00,0.00,0.00,0.00,1.13,0.67,0.00,0.11,0.00,0.63,0.00,0.08,0.08,2.84,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.24
