location,sub_location,site,year,cyphastrea_ocellina,fungia_scutaria,leptastrea_bottae,leptastrea_purpurea,leptoseris_incrustans,montipora_capitata,montipora_flabellata,montipora_patula,montipora_studeri,pavona_duerdeni,pavona_maldivensis,pavona_varians,pocillopora_damicornis,pocillopora_eydouxi,pocillopora_ligulata,pocillopora_meandrina,porites_brighami,Porites_cf_bernardi,porites_compressa,porites_lobata,porites_lutea,porites_monticulosa,porites_rus,psammocora_nierstraszi,psammocora_stellata,psammocora_verrilli,unknown_coral
Main_Hawaiian_Islands,Maui,Puamana_3,2010,0,0.036,0,0.218,0,0.105,0,0.254,0,0,0,0,0,0,0,2.069,0,0,0.285,9.023,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Maui,Puamana_3,2011,0,0,0,0,0,0.257,0,0.371,0,0,0,0,0,0,0,3.608,0,0,0.218,12.59,0.062,0,0,0,0,0,0.398
Main_Hawaiian_Islands,Maui,Puamana_3,2012,0,0,0,0.12,0,0.036,0,0.185,0,0,0,0.12,0,0,0,2.638,0,0.08,0.447,10.852,0.225,0,0,0,0,0,0
Main_Hawaiian_Islands,Maui,Puamana_3,2013,0,0,0,0,0,0.036,0,0.156,0,0,0,0,0,0,0,0.887,0,0,0.16,9.25,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Maui,Puamana_3,2014,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,1.035,0,0,0.033,9.11,0.142,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_10,2000,0,0,0,0,0,25.204,0.138,24.305,0,0,0,0.038,0,0,0,0.147,0.017,0,25.151,0.218,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_10,2001,0,0,0,0,0,18.093,0.227,28.893,0,0,0.013,0.24,0,0,0,0.066,0,0,18.055,0.173,0,0,0,0,0,0,0.294
Main_Hawaiian_Islands,Molokai,Kamalo_10,2002,0,0,0,0,0,22.081,0.133,23.759,0,0,0,0.186,0.107,0,0,0.133,0,0,12.588,0.107,0,0,0,0,0,0,0.159
Main_Hawaiian_Islands,Molokai,Kamalo_10,2003,0,0,0,0,0,21.18,0.088,29.873,0,0,0,0.138,0,0,0,0.147,0,0,9.958,0.141,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_10,2004,0,0,0,0,0,25.325,0.189,29.639,0,0,0,0.541,0,0,0,0.231,0,0.011,6.095,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_10,2005,0,0,0,0,0,27.487,0.08,33.803,0,0,0,0.379,0,0,0,0.244,0,0,4.792,0.2,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_10,2007,0,0,0,0,0,26.698,0.174,35.735,0,0,0,0.23,0,0,0,0.5,0,0,5.474,0.173,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_10,2010,0,0,0,0,0,22.399,0.255,34.946,0,0,0,0.181,0,0,0,0.399,0,0,4,0.036,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_10,2012,0,0,0,0,0,22.858,0.214,30.923,0,0,0,0.361,0,0,0,0.362,0,0.036,4.433,0.036,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_3,2000,0,0,0,0,0,59.46,0.822,9.167,0,0,0,0.012,0.095,0.16,0,0.625,0.05,0,1,3.036,0,0,0,0,0,0,0.167
Main_Hawaiian_Islands,Molokai,Kamalo_3,2001,0,0,0,0,0,35.614,0.84,12.693,0,0,0,0.107,0.027,0,0,0.773,0,0,0,2.266,0,0,0,0,0,0,0.093
Main_Hawaiian_Islands,Molokai,Kamalo_3,2002,0,0,0,0,0,39.414,0.56,12.013,0,0.04,0.027,0.187,0,0,0,0.507,0,0,0.027,2.634,0,0,0,0,0,0,0.271
Main_Hawaiian_Islands,Molokai,Kamalo_3,2003,0,0,0,0,0,42.558,0.269,12.504,0,0,0,0.24,0,0,0,0.4,0,0,0,2.184,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_3,2004,0,0,0,0,0,41.244,1.481,14.724,0.075,0.01,0,0.4,0,0,0,0.755,0,0,0.04,3.281,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_3,2005,0,0,0,0,0,49.966,0.453,13.225,0,0,0,0.247,0,0,0,0.688,0,0,0.021,2.754,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_3,2007,0,0,0,0,0,49.427,1.265,11.958,0,0,0,0.331,0,0,0,0.746,0,0,0.063,2.343,0.586,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_3,2010,0,0,0,0,0,33.64,1.495,14.196,0,0,0,0.108,0,0,0,0.563,0,0,0.072,3.981,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamalo_3,2012,0,0,0,0,0,26.45,2.914,16.735,0,0.036,0,0.113,0.036,0,0,0.439,0,0.036,0,3.699,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_10,2000,0,0,0,0,0,0.245,0,0.111,0,0,0,0,0,0.05,0,0.076,0.055,0,0,0.278,0,0,0,0,0,0,0.04
Main_Hawaiian_Islands,Molokai,Kamiloloa_10,2001,0,0,0,0,0,1.611,0,0.371,0,0,0,0,0,0,0,0.142,0,0,0,0.52,0,0,0,0,0,0,0.07
Main_Hawaiian_Islands,Molokai,Kamiloloa_10,2002,0,0,0,0,0,1.628,0.013,0.507,0,0,0,0,0,0.12,0,0.013,0,0,0.053,0.334,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_10,2003,0,0,0,0,0,5.252222222,0,0.823333333,0,0,0,0,0,0,0,0.332222222,0,0,0.014444444,0.588888889,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_10,2004,0,0,0,0.03,0,3.967,0,1.54,0,0,0,0,0.01,0.18,0,0.455,0,0,0.04,0.301,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_10,2007,0,0,0,0.04,0,5.188,0,1.6,0,0,0,0,0,0,0,0.196,0,0,0,0.417,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_10,2010,0,0,0,0,0,4.91,0,2.364,0,0,0,0,0,0,0,0.473,0,0,0.073,0.8,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_10,2012,0,0,0,0,0,5.836,0,2.601,0,0,0,0,0.072,0,0,0.897,0,0,0.036,0.581,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_3,2000,0,0,0,0.013,0,0,0,0,0,0,0,0,0.051,0,0,3.463,0.025,0,0,0.085,0,0,0,0,0,0,0.013
Main_Hawaiian_Islands,Molokai,Kamiloloa_3,2001,0,0,0,0,0,0.037,0,0,0,0,0,0,0.024,0,0,4.042,0,0,0,0.038,0,0,0,0,0,0,0.077
Main_Hawaiian_Islands,Molokai,Kamiloloa_3,2002,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0.293,0,2.014,0,0,0,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_3,2003,0,0,0,0,0,0.053,0,0.184,0,0,0,0,0,0,0,2.797,0,0,0,0.026,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_3,2004,0,0,0,0.019,0,0.137,0,0.331,0,0,0,0,0.032,0,0.041,1.762,0,0,0.011,0.206,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_3,2007,0,0,0,0,0,0.144,0,0.243,0,0,0,0,0.038,0,0,1.803,0,0,0,0.328,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_3,2010,0,0,0,0,0,0.108,0,0.156,0,0,0,0,0.036,0,0,0.861,0,0,0,0.072,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Kamiloloa_3,2012,0,0,0,0,0,0.04,0,0.553,0,0,0,0,0.04,0,0,0.931,0,0,0,0.036,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_10,2000,0,0,0,0,0,32.658,0.021,12.861,0,0,0.01,0,0,0.084,0,0.585,0,0,24.675,1.454,0,0,0,0,0,0,0.079
Main_Hawaiian_Islands,Molokai,Palaau_10,2001,0,0,0,0,0,25.489,0.047,13.492,0,0,0.106,0.012,0,0,0,0.586,0,0,24.61,0.134,0,0,0,0,0,0,0.154
Main_Hawaiian_Islands,Molokai,Palaau_10,2002,0,0,0,0,0,43.706,0,0.24,0,0,0,0.067,0,0,0,0.306,0,0,27.652,0.36,0,0,0,0,0,0,0.027
Main_Hawaiian_Islands,Molokai,Palaau_10,2003,0,0,0,0,0,33.896,0,16.645,0,0,0,0,0,0,0,0.198,0,0,20.83,0.32,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_10,2004,0,0,0,0,0,28.236,0.13,15.73,0,0,0,0.08,0,0,0,0.503,0,0,14.758,0.103,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_10,2005,0.011,0,0,0,0,30.981,0,12.788,0,0.021,0,0.055,0,0,0,0.349,0,0,15.061,0.205,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_10,2007,0,0,0,0,0,30.176,0,17.067,0,0,0,0.16,0.019,0,0,0.384,0,0.02,11.555,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_10,2010,0,0,0,0,0,28.4,0,24.291,0,0,0,0.181,0,0,0,0.581,0,0,13.347,0.036,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_10,2012,0,0,0,0,0,25.927,0.073,22.8,0,0,0,0.254,0.036,0,0,1.164,0,0,13.711,0.218,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_3,2000,0,0,0,0.013,0,6.516,0,3.026,0,0,0,0,0.038,0.205,0,1.453,0,0,5.293,13.027,0,0,0,0,0,0,0.066
Main_Hawaiian_Islands,Molokai,Palaau_3,2001,0,0,0,0.033,0,5.885,0,2.718,0,0,0,0.024,0.012,0.038,0,1.599,0,0,2.85,13.472,0,0,0,0,0,0,0.013
Main_Hawaiian_Islands,Molokai,Palaau_3,2002,0,0,0,0,0,6.208,0.013,2.807,0,0.239,0,0.027,0.013,0.067,0,2.062,0,0,1.714,15.614,0,0,0,0,0,0,0.253
Main_Hawaiian_Islands,Molokai,Palaau_3,2003,0,0,0,0,0,5.283,0,4.783,0,0.089,0,0.042,0,0,0,2.247,0,0,3.261,10.727,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_3,2004,0.071,0,0,0,0,7.322,0,2.81,0,0.294,0,0.648,0.011,0,0.063,1.895,0,0,2.612,12.294,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_3,2005,0.106,0,0,0,0,5.96,0.084,3.468,0,0.659,0,0.426,0,0,0,1.999,0,0.032,2.984,11.122,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_3,2007,0.22,0,0,0,0,7.235,0,4.498,0,1.198,0,1.054,0,0,0,2.802,0,0,4.079,11.311,0,0,0,0,0.038,0,0.018
Main_Hawaiian_Islands,Molokai,Palaau_3,2010,0,0,0,0,0,4.781,0,6.335,0,0.86,0,0.516,0,0,0,2.169,0,0,3.458,11.615,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Molokai,Palaau_3,2012,0.217,0,0,0,0,6.181,0,6.254,0,1.127,0,1.273,0,0,0,1.999,0,0.036,2.181,11.853,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_2,1999,0,0,0,0,0,1.769,0,0,0,0,0,0.053,0.06,0,0,0,0,0,34.457,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_2,2000,0,0,0,0,0,1.186,0,0,0,0,0,0.057,0,0,0,0,0,0,21.476,0,0,0,0,0,0,0,0.014
Main_Hawaiian_Islands,Oahu,Heeia_2,2001,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,15.613,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_2,2002,0,0,0,0,0,1.346,0,0,0,0,0,0,0.013,0,0,0,0,0,22.867,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_2,2003,0,0,0,0,0,3.726,0,0,0,0,0,0.17,0,0,0,0,0,0,18.107,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_2,2012,0,0,0,0,0,20.014,0,0,0,0,0,0,0.04,0,0,0,0,0,55.578,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_8,1999,0,0,0,0,0,2.574,0,0,0,0,0,0.067,0.219,0,0,0,0,0,4.896,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_8,2000,0,0,0,0,0,2.926,0,0,0,0,0,0,0.014,0,0,0,0,0,4.297,0,0,0,0,0,0,0,0.224
Main_Hawaiian_Islands,Oahu,Heeia_8,2001,0,0,0,0,0,2.981,0,0,0,0,0,0,0.026,0,0,0,0,0,4.016,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_8,2002,0,0,0,0,0,2.977,0,0,0,0,0,0,0,0,0,0,0,0,1.669,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_8,2003,0,0,0,0,0,4.138,0,0,0,0,0,0,0,0,0,0,0,0,2.845,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Heeia_8,2012,0,0,0,0,0,6.692,0,0,0,0,0,0,0,0,0,0,0,0,2.533,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Kaalaea_2,2003,0,0.185,0,0,0,1.578,0,0,0,0,0,0,0.098,0,0,0,0,0,56.819,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Kaalaea_2,2005,0,0.147,0,0,0,2.04,0,0,0,0,0,0,0.01,0,0,0.01,0,0,55.312,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Kaalaea_2,2012,0,0.295,0,0,0,11.111,0,0,0,0,0,0,0.335,0,0,0,0,0,33.748,0.24,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Kaalaea_8,2003,0,0,0,0,0,1.997,0,0,0,0,0,0,0,0,0,0,0,0,1.078,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Kaalaea_8,2012,0,0,0,0,0,7.498,0,0,0,0,0,0,0.089,0,0,0,0,0,4.009,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Kahe_Point_3,1999,0,0,0,0.091,0,0.019,0,0.736,0,0,0,0,0,0,0,5.732,0,0,0,4.683,0.312,0,0,0,0,0,0.297
Main_Hawaiian_Islands,Oahu,Kahe_Point_3,2001,0,0,0,0.2,0,0.6825,0,0.8,0.03375,0,0,0,0,0,0,7.86625,0,0,0,5.39875,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Kahe_Point_3,2002,0,0,0,0.137,0,0.5,0.131,1.256,0,0,0,0,0,0,0,7.675,0,0,0.053,5.29,0.013,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Kahe_Point_3,2010,0,0,0,0.106,0,1.321,0,0.791,0,0,0,0,0,0,0,3.057,0,0,0,6.759,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Kahe_Point_3,2012,0,0,0,0.031,0,1.533,0,0.651,0,0,0,0.053,0,0,0,3.828,0,0,0.608,5.243,0.306,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_2,1999,0,0,0,0,0,21.416,0,0,0,0,0,0,0,0,0,0,0,0,9.082,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_2,2000,0,0,0,0,0,14.131,0,0,0,0,0,0,0,0,0,0,0,0,6.259,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_2,2001,0,0,0,0,0,11.566,0,0,0,0,0,0,0.013,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_2,2002,0,0,0,0,0,8.72,0,0,0,0,0,0,0.013,0,0,0.027,0,0,3.866,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_2,2003,0,0.011,0,0,0,10.885,0,0,0,0,0,0,0.092,0,0,0,0,0,3.371,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_2,2006,0,0.017,0,0,0,27.203,0,0.17,0,0,0,0,0.766,0,0,0.01,0,0,10.313,0.165,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_2,2008,0,0,0,0,0,34.221,0,0.076,0,0,0,0,0.307,0,0,0,0,0,10.912,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_2,2012,0,0,0,0,0,38.355,0,0,0,0,0,0,0.04,0,0,0,0,0,10.584,0.04,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_9,1999,0,0,0,0,0,7.267,0,0.04,0,0,0,0,0.114,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_9,2000,0,0,0,0,0,6.331,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0.032
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_9,2001,0,0,0,0,0,5.746,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_9,2002,0,0,0,0,0,3.974,0,0,0,0,0,0,0.013,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_9,2003,0,0,0,0,0,8.528,0,0,0,0,0,0,0.142,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_9,2006,0,0,0,0,0,8.389,0,0,0,0,0,0,0.099,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_9,2008,0,0,0,0,0,7.806,0,0,0,0,0,0,0.091,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Moku_o_Loe_9,2012,0,0.073,0,0,0,11.848,0,0,0,0,0,0,0.109,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pili_o_Kahe_3,1999,0.011,0,0,0.021,0,0.01,0.011,0.528,0,0.021,0,0.042,0,0,0,1.927,0,0,0.188,3.104,2.713,0,0,0,0,0,0.391
Main_Hawaiian_Islands,Oahu,Pili_o_Kahe_3,2001,0,0,0,0,0,0.215,0,0.777,0,0,0,0,0,0,0,1.842,0,0,0.163,6.992,0.027,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pili_o_Kahe_3,2002,0,0,0,0,0,0.357,0.026,1.453,0,0,0,0,0,0,0,2.205,0,0,0.236,4.227,2.15,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pili_o_Kahe_3,2010,0,0,0,0,0,0.233,0,0.373,0,0,0,0,0,0,0,0.22,0,0,0.109,3.444,1.175,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pili_o_Kahe_3,2012,0,0,0,0,0,0.286,0,0.689,0,0,0,0.143,0,0,0,0.668,0,0,0.057,2.203,2.37,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pupukea_4,1999,0,0,0,0,0,0.012,2.384,0.185,0,0.267,0,0,0,0,0,0.986,0,0,0,6.489,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pupukea_4,2000,0,0,0,0,0,0.053,4.122,0.599,0.133,0.027,0,0.173,0,0,0,1.131,0,0,0,6.987,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pupukea_4,2002,0,0,0,0,0,0.026,2.68,0.334,0,0.026,0,0.107,0,0,0,0.48,0.013,0,0,5.946,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pupukea_4,2012,0,0,0,0.133,0,0.066,1.966,0.899,0,0.266,0,0.066,0,0,0,0.766,0,0,0,10.134,0.2,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pupukea_8,1999,0,0,0,2.076,0,0.09,2.317,0.352,0,0.036,0,0,0,0,0,0.517,0,0,0,2.919,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pupukea_8,2000,0.025,0,0,2.639,0,0,1.433,1.635,0.05,0.12,0,0.033,0,0,0,1.667,0,0,0,4.222,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pupukea_8,2002,0,0,0,1.888888889,0,0.073333333,0.798888889,1.296666667,0,0.184444444,0,0.015555556,0,0,0,1.047777778,0,0,0.014444444,3.427777778,0,0,0,0,0,0,0
Main_Hawaiian_Islands,Oahu,Pupukea_8,2012,0,0,0,0.166,0,0.229,0.387,0.462,0,0.033,0,0,0,0,0,3.021,0,0,0.066,7.814,0.066,0,0,0,0,0,0
